SeID,Relationship,RoID
56944,Part_of,23499
56945,Part_of,23499
56946,Part_of,3886
56947,Part_of,3490
56948,Part_of,38822
56949,Part_of,38148
56950,Part_of,30621
56951,Part_of,40877
56952,Part_of,2783
56953,Part_of,4101
56954,Part_of,10393
56955,Part_of,10395
56956,Part_of,30596
56957,Part_of,11227
56958,Part_of,11227
56959,Part_of,10393
56960,Part_of,10393
56961,Part_of,2783
56962,Part_of,2783
56963,Part_of,38873
56964,Part_of,38873
56965,Part_of,39264
56966,Part_of,17731
56967,Part_of,1927
56968,Part_of,5141
56969,Part_of,5141
56970,Part_of,5141
56971,Part_of,645
56972,Part_of,23500
56973,Part_of,749
56974,Part_of,39264
56975,Part_of,39264
56976,Part_of,39907
56977,Part_of,39907
56978,Part_of,31185
56979,Part_of,38923
56980,Part_of,38923
56981,Part_of,4969
56982,Part_of,31181
56983,Part_of,31181
56984,Part_of,10796
56985,Part_of,10796
56986,Part_of,38629
56987,Part_of,23501
56988,Part_of,23501
56989,Part_of,2200
56990,Part_of,41422
56991,Part_of,41425
56992,Part_of,41422
56993,Part_of,27211
56994,Part_of,10796
56995,Part_of,4101
56996,Part_of,4101
56997,Part_of,4101
56998,Part_of,10796
56999,Part_of,5141
57000,Part_of,10796
57001,Part_of,40219
57002,Part_of,2807
57003,Part_of,39264
57004,Part_of,41758
57005,Part_of,26469
57006,Part_of,30622
57007,Part_of,27211
57008,Part_of,2969
57009,Part_of,11227
57010,Part_of,891
57011,Part_of,38873
57012,Part_of,1927
57013,Part_of,39063
57014,Part_of,39063
57015,Part_of,4969
57016,Part_of,4969
57017,Part_of,38848
57018,Part_of,16819
57019,Part_of,30280
57020,Part_of,39264
57021,Part_of,39264
57022,Part_of,27211
57023,Part_of,27211
57024,Part_of,5346
57025,Part_of,5346
57026,Part_of,2783
57027,Part_of,2783
57028,Part_of,28194
57029,Part_of,28194
57030,Part_of,39105
57031,Part_of,2783
57032,Part_of,2783
57033,Part_of,4101
57034,Part_of,4101
57035,Part_of,39105
57036,Part_of,27211
57037,Part_of,9092
57038,Part_of,9092
57039,Part_of,18461
57040,Part_of,39956
57041,Part_of,2841
57042,Part_of,4101
57043,Part_of,23499
57044,Part_of,23499
57045,Part_of,41138
57046,Part_of,41138
57047,Part_of,23157
57048,Part_of,18724
57049,Part_of,4101
57050,Part_of,4966
57051,Part_of,3886
57052,Part_of,11546
57053,Part_of,11553
57054,Part_of,39105
57055,Part_of,40207
57056,Part_of,40207
57057,Part_of,6877
57058,Part_of,907
57059,Part_of,30361
57060,Part_of,16819
57061,Part_of,16819
57062,Part_of,40531
57063,Part_of,907
57064,Part_of,907
57065,Part_of,23157
57066,Part_of,41736
57067,Part_of,40943
57068,Part_of,23499
57069,Part_of,23499
57070,Part_of,11546
57071,Part_of,11545
57072,Part_of,3334
57073,Part_of,3334
57074,Part_of,38936
57075,Part_of,41758
57076,Part_of,28185
57077,Part_of,28185
57078,Part_of,2847
57079,Part_of,3334
57080,Part_of,3886
57081,Part_of,1927
57082,Part_of,2150
57083,Part_of,38936
57084,Part_of,18746
57085,Part_of,18746
57086,Part_of,2150
57087,Part_of,2150
57088,Part_of,2155
57089,Part_of,16828
57090,Part_of,16827
57091,Part_of,2155
57092,Part_of,2150
57093,Part_of,2160
57094,Part_of,2150
57095,Part_of,4635
57096,Part_of,4635
57097,Part_of,23501
57098,Part_of,2197
57099,Part_of,2150
57100,Part_of,890
57101,Part_of,18971
57102,Part_of,2197
57103,Part_of,2197
57104,Part_of,39308
57105,Part_of,2199
57106,Part_of,2198
57107,Part_of,39130
57108,Part_of,11548
57109,Part_of,39131
57110,Part_of,27212
57111,Part_of,27212
57112,Part_of,11487
57113,Part_of,38848
57114,Part_of,2200
57115,Part_of,2193
57116,Part_of,2193
57117,Part_of,2199
57118,Part_of,40207
57119,Part_of,40207
57120,Part_of,4101
57121,Part_of,27696
57122,Part_of,38936
57123,Part_of,28185
57124,Part_of,2791
57125,Part_of,16827
57126,Part_of,2783
57127,Part_of,28185
57128,Part_of,28185
57129,Part_of,41758
57130,Part_of,41758
57131,Part_of,11487
57132,Part_of,39105
57133,Part_of,39105
57134,Part_of,11547
57135,Part_of,2818
57136,Part_of,16828
57137,Part_of,23499
57138,Part_of,38923
57139,Part_of,11867
57140,Part_of,39105
57141,Part_of,38873
57142,Part_of,38923
57143,Part_of,38923
57144,Part_of,11345
57145,Part_of,10395
57146,Part_of,27222
57147,Part_of,10395
57148,Part_of,16819
57149,Part_of,11547
57150,Part_of,39105
57151,Part_of,10393
57152,Part_of,34163
57153,Part_of,33993
57154,Part_of,40531
57155,Part_of,4745
57156,Part_of,39774
57157,Part_of,2724
57158,Part_of,10393
57159,Part_of,39105
57160,Part_of,39105
57161,Part_of,10393
57162,Part_of,39105
57163,Part_of,11867
57164,Part_of,33993
57165,Part_of,26470
57166,Part_of,27212
57167,Part_of,28185
57168,Part_of,39105
57169,Part_of,39105
57170,Part_of,2724
57171,Part_of,10393
57172,Part_of,39105
57173,Part_of,27213
57174,Part_of,4966
57175,Part_of,4968
57176,Part_of,30349
57177,Part_of,30349
57178,Part_of,2847
57179,Part_of,2847
57180,Part_of,41767
57181,Part_of,28185
57182,Part_of,28185
57183,Part_of,31360
57184,Part_of,27221
57185,Part_of,27218
57186,Part_of,27218
57187,Part_of,23157
57188,Part_of,23157
57189,Part_of,2821
57190,Part_of,2841
57191,Part_of,27213
57192,Part_of,27209
57193,Part_of,27209
57194,Part_of,18746
57195,Part_of,645
57196,Part_of,645
57197,Part_of,27214
57198,Part_of,41758
57199,Part_of,41758
57200,Part_of,4518
57201,Part_of,40520
57202,Part_of,38873
57203,Part_of,28485
57204,Part_of,39256
57205,Part_of,39256
57206,Part_of,546
57207,Part_of,2835
57208,Part_of,2835
57209,Part_of,28189
57210,Part_of,39135
57211,Part_of,2167
57212,Part_of,28189
57213,Part_of,2818
57214,Part_of,28189
57215,Part_of,2847
57216,Part_of,2817
57217,Part_of,2817
57218,Part_of,28189
57219,Part_of,27215
57220,Part_of,28318
57221,Part_of,28185
57222,Part_of,28329
57223,Part_of,39135
57224,Part_of,23454
57225,Part_of,38848
57226,Part_of,8978
57227,Part_of,890
57228,Part_of,38873
57229,Part_of,27216
57230,Part_of,27216
57231,Part_of,890
57232,Part_of,27204
57233,Part_of,27202
57234,Part_of,4540
57235,Part_of,27214
57236,Part_of,23473
57237,Part_of,10529
57238,Part_of,10529
57239,Part_of,39622
57240,Part_of,39622
57241,Part_of,9863
57242,Part_of,28488
57243,Part_of,39590
57244,Part_of,23157
57245,Part_of,39306
57246,Part_of,30349
57247,Part_of,4108
57248,Part_of,2818
57249,Part_of,41758
57250,Part_of,41762
57251,Part_of,9093
57252,Part_of,2840
57253,Part_of,4108
57254,Part_of,18746
57255,Part_of,27199
57256,Part_of,18746
57257,Part_of,10528
57258,Part_of,10529
57259,Part_of,39306
57260,Part_of,39306
57261,Part_of,4517
57262,Part_of,27196
57263,Part_of,9093
57264,Part_of,2193
57265,Part_of,2193
57266,Part_of,39256
57267,Part_of,11436
57268,Part_of,2193
57269,Part_of,39256
57270,Part_of,39256
57271,Part_of,34162
57272,Part_of,39256
57273,Part_of,16366
57274,Part_of,4966
57275,Part_of,749
57276,Part_of,31359
57277,Part_of,10528
57278,Part_of,28179
57279,Part_of,28178
57280,Part_of,28184
57281,Part_of,31107
57282,Part_of,31107
57283,Part_of,10524
57284,Part_of,27196
57285,Part_of,795
57286,Part_of,10524
57287,Part_of,31359
57288,Part_of,31359
57289,Part_of,23472
57290,Part_of,2835
57291,Part_of,4518
57292,Part_of,4518
57293,Part_of,28178
57294,Part_of,27220
57295,Part_of,2170
57296,Part_of,28327
57297,Part_of,31359
57298,Part_of,31360
57299,Part_of,23499
57300,Part_of,4516
57301,Part_of,4516
57302,Part_of,28491
57303,Part_of,28490
57304,Part_of,28176
57305,Part_of,28177
57306,Part_of,39264
57307,Part_of,41367
57308,Part_of,4517
57309,Part_of,4517
57310,Part_of,10526
57311,Part_of,747
57312,Part_of,749
57313,Part_of,28275
57314,Part_of,27220
57315,Part_of,31359
57316,Part_of,31361
57317,Part_of,34163
57318,Part_of,28327
57319,Part_of,2852
57320,Part_of,2835
57321,Part_of,2835
57322,Part_of,2817
57323,Part_of,2817
57324,Part_of,18746
57325,Part_of,3491
57326,Part_of,36157
57327,Part_of,23461
57328,Part_of,23450
57329,Part_of,27219
57330,Part_of,2852
57331,Part_of,28184
57332,Part_of,31359
57333,Part_of,27216
57334,Part_of,23450
57335,Part_of,2817
57336,Part_of,27217
57337,Part_of,27218
57338,Part_of,4519
57339,Part_of,30349
57340,Part_of,23450
57341,Part_of,2318
57342,Part_of,4635
57343,Part_of,3335
57344,Part_of,27216
57345,Part_of,41758
57346,Part_of,38848
57347,Part_of,38848
57348,Part_of,27216
57349,Part_of,23452
57350,Part_of,23454
57351,Part_of,4516
57352,Part_of,4517
57353,Part_of,39264
57354,Part_of,39264
57355,Part_of,27221
57356,Part_of,27221
57357,Part_of,10522
57358,Part_of,10526
57359,Part_of,27198
57360,Part_of,795
57361,Part_of,2835
57362,Part_of,28184
57363,Part_of,28170
57364,Part_of,2197
57365,Part_of,2150
57366,Part_of,2197
57367,Part_of,16819
57368,Part_of,41758
57369,Part_of,38825
57370,Part_of,38825
57371,Part_of,10524
57372,Part_of,2193
57373,Part_of,2196
57374,Part_of,2193
57375,Part_of,23450
57376,Part_of,23492
57377,Part_of,23491
57378,Part_of,28173
57379,Part_of,2193
57380,Part_of,28488
57381,Part_of,28490
57382,Part_of,2724
57383,Part_of,10529
57384,Part_of,10529
57385,Part_of,23451
57386,Part_of,23452
57387,Part_of,34163
57388,Part_of,34163
57389,Part_of,18746
57390,Part_of,28173
57391,Part_of,28173
57392,Part_of,795
57393,Part_of,4642
57394,Part_of,23491
57395,Part_of,23491
57396,Part_of,39307
57397,Part_of,39306
57398,Part_of,3886
57399,Part_of,2796
57400,Part_of,2821
57401,Part_of,28488
57402,Part_of,28488
57403,Part_of,546
57404,Part_of,31359
57405,Part_of,4764
57406,Part_of,4764
57407,Part_of,41758
57408,Part_of,31234
57409,Part_of,40222
57410,Part_of,40227
57411,Part_of,3886
57412,Part_of,749
57413,Part_of,11553
57414,Part_of,11553
57415,Part_of,2150
57416,Part_of,2150
57417,Part_of,2318
57418,Part_of,2318
57419,Part_of,8978
57420,Part_of,8978
57421,Part_of,8978
57422,Part_of,548
57423,Part_of,2143
57424,Part_of,546
57425,Part_of,28488
57426,Part_of,2318
57427,Part_of,28488
57428,Part_of,28317
57429,Part_of,39263
57430,Part_of,39263
57431,Part_of,532
57432,Part_of,31259
57433,Part_of,31234
57434,Part_of,2318
57435,Part_of,2724
57436,Part_of,23157
57437,Part_of,39264
57438,Part_of,11239
57439,Part_of,31359
57440,Part_of,11546
57441,Part_of,4764
57442,Part_of,4764
57443,Part_of,2724
57444,Part_of,11545
57445,Part_of,2796
57446,Part_of,41006
57447,Part_of,41006
57448,Part_of,31359
57449,Part_of,31259
57450,Part_of,2197
57451,Part_of,11542
57452,Part_of,28332
57453,Part_of,2796
57454,Part_of,2796
57455,Part_of,23449
57456,Part_of,23490
57457,Part_of,23490
57458,Part_of,795
57459,Part_of,28488
57460,Part_of,38824
57461,Part_of,38824
57462,Part_of,23772
57463,Part_of,23449
57464,Part_of,23449
57465,Part_of,3492
57466,Part_of,4966
57467,Part_of,9558
57468,Part_of,28171
57469,Part_of,4966
57470,Part_of,4966
57471,Part_of,4966
57472,Part_of,26425
57473,Part_of,4966
57474,Part_of,40531
57475,Part_of,40531
57476,Part_of,546
57477,Part_of,11340
57478,Part_of,795
57479,Part_of,23450
57480,Part_of,4966
57481,Part_of,23770
57482,Part_of,23767
57483,Part_of,2196
57484,Part_of,8904
57485,Part_of,795
57486,Part_of,2724
57487,Part_of,2724
57488,Part_of,795
57489,Part_of,2787
57490,Part_of,795
57491,Part_of,795
57492,Part_of,28176
57493,Part_of,23491
57494,Part_of,23781
57495,Part_of,23770
57496,Part_of,23781
57497,Part_of,532
57498,Part_of,532
57499,Part_of,2724
57500,Part_of,28273
57501,Part_of,28275
57502,Part_of,23779
57503,Part_of,40207
57504,Part_of,2796
57505,Part_of,4516
57506,Part_of,32606
57507,Part_of,40497
57508,Part_of,39306
57509,Part_of,38824
57510,Part_of,38923
57511,Part_of,23779
57512,Part_of,23771
57513,Part_of,23766
57514,Part_of,41433
57515,Part_of,39308
57516,Part_of,16979
57517,Part_of,2812
57518,Part_of,2812
57519,Part_of,41758
57520,Part_of,39308
57521,Part_of,39308
57522,Part_of,38923
57523,Part_of,38923
57524,Part_of,41758
57525,Part_of,23770
57526,Part_of,28309
57527,Part_of,28309
57528,Part_of,28271
57529,Part_of,27216
57530,Part_of,8904
57531,Part_of,7931
57532,Part_of,23766
57533,Part_of,23767
57534,Part_of,28305
57535,Part_of,41433
57536,Part_of,23771
57537,Part_of,23766
57538,Part_of,7931
57539,Part_of,531
57540,Part_of,2724
57541,Part_of,11347
57542,Part_of,71
57543,Part_of,39609
57544,Part_of,23449
57545,Part_of,9558
57546,Part_of,9558
57547,Part_of,5378
57548,Part_of,28310
57549,Part_of,23490
57550,Part_of,28310
57551,Part_of,40497
57552,Part_of,2167
57553,Part_of,2167
57554,Part_of,4540
57555,Part_of,4540
57556,Part_of,2167
57557,Part_of,4540
57558,Part_of,40490
57559,Part_of,5346
57560,Part_of,39264
57561,Part_of,11246
57562,Part_of,4966
57563,Part_of,2167
57564,Part_of,2724
57565,Part_of,28173
57566,Part_of,30276
57567,Part_of,28305
57568,Part_of,9863
57569,Part_of,32969
57570,Part_of,23455
57571,Part_of,23456
57572,Part_of,40682
57573,Part_of,38824
57574,Part_of,38824
57575,Part_of,32969
57576,Part_of,2318
57577,Part_of,40682
57578,Part_of,23768
57579,Part_of,23768
57580,Part_of,28305
57581,Part_of,28305
57582,Part_of,531
57583,Part_of,27216
57584,Part_of,2830
57585,Part_of,2821
57586,Part_of,2143
57587,Part_of,9093
57588,Part_of,9093
57589,Part_of,26425
57590,Part_of,2812
57591,Part_of,28305
57592,Part_of,23492
57593,Part_of,28333
57594,Part_of,37646
57595,Part_of,30276
57596,Part_of,30276
57597,Part_of,798
57598,Part_of,4815
57599,Part_of,39305
57600,Part_of,39306
57601,Part_of,28173
57602,Part_of,39306
57603,Part_of,23490
57604,Part_of,546
57605,Part_of,530
57606,Part_of,30278
57607,Part_of,10514
57608,Part_of,10514
57609,Part_of,547
57610,Part_of,10522
57611,Part_of,10522
57612,Part_of,28306
57613,Part_of,30276
57614,Part_of,23766
57615,Part_of,23766
57616,Part_of,3244
57617,Part_of,23768
57618,Part_of,23765
57619,Part_of,23765
57620,Part_of,23765
57621,Part_of,28170
57622,Part_of,28173
57623,Part_of,9862
57624,Part_of,40683
57625,Part_of,23766
57626,Part_of,23766
57627,Part_of,10522
57628,Part_of,10522
57629,Part_of,23455
57630,Part_of,548
57631,Part_of,23766
57632,Part_of,28171
57633,Part_of,28171
57634,Part_of,16824
57635,Part_of,527
57636,Part_of,28170
57637,Part_of,10522
57638,Part_of,23766
57639,Part_of,547
57640,Part_of,71
57641,Part_of,3244
57642,Part_of,2784
57643,Part_of,2830
57644,Part_of,2821
57645,Part_of,23492
57646,Part_of,4966
57647,Part_of,9093
57648,Part_of,9555
57649,Part_of,28428
57650,Part_of,27221
57651,Part_of,796
57652,Part_of,2806
57653,Part_of,2821
57654,Part_of,28485
57655,Part_of,796
57656,Part_of,28270
57657,Part_of,5378
57658,Part_of,5378
57659,Part_of,527
57660,Part_of,527
57661,Part_of,4516
57662,Part_of,4516
57663,Part_of,28170
57664,Part_of,23765
57665,Part_of,23765
57666,Part_of,548
57667,Part_of,28171
57668,Part_of,10516
57669,Part_of,2852
57670,Part_of,798
57671,Part_of,2168
57672,Part_of,39306
57673,Part_of,39907
57674,Part_of,11246
57675,Part_of,31363
57676,Part_of,798
57677,Part_of,798
57678,Part_of,16979
57679,Part_of,16979
57680,Part_of,11347
57681,Part_of,11350
57682,Part_of,2168
57683,Part_of,2168
57684,Part_of,2168
57685,Part_of,31363
57686,Part_of,39257
57687,Part_of,39257
57688,Part_of,31364
57689,Part_of,23338
57690,Part_of,11347
57691,Part_of,11347
57692,Part_of,11347
57693,Part_of,28170
57694,Part_of,28170
57695,Part_of,2784
57696,Part_of,2784
57697,Part_of,28170
57698,Part_of,2168
57699,Part_of,798
57700,Part_of,798
57701,Part_of,3335
57702,Part_of,10515
57703,Part_of,10516
57704,Part_of,23773
57705,Part_of,12072
57706,Part_of,39127
57707,Part_of,18450
57708,Part_of,28279
57709,Part_of,28170
57710,Part_of,798
57711,Part_of,2784
57712,Part_of,38825
57713,Part_of,40294
57714,Part_of,41637
57715,Part_of,2797
57716,Part_of,30605
57717,Part_of,12072
57718,Part_of,12072
57719,Part_of,7986
57720,Part_of,528
57721,Part_of,528
57722,Part_of,9555
57723,Part_of,9558
57724,Part_of,8976
57725,Part_of,8975
57726,Part_of,28170
57727,Part_of,8976
57728,Part_of,8975
57729,Part_of,4638
57730,Part_of,4643
57731,Part_of,40493
57732,Part_of,5377
57733,Part_of,23765
57734,Part_of,18449
57735,Part_of,796
57736,Part_of,796
57737,Part_of,10519
57738,Part_of,9622
57739,Part_of,9622
57740,Part_of,9622
57741,Part_of,810
57742,Part_of,9626
57743,Part_of,9625
57744,Part_of,2170
57745,Part_of,8980
57746,Part_of,39130
57747,Part_of,39135
57748,Part_of,38848
57749,Part_of,4540
57750,Part_of,9623
57751,Part_of,40819
57752,Part_of,28310
57753,Part_of,28311
57754,Part_of,28311
57755,Part_of,38848
57756,Part_of,38848
57757,Part_of,39590
57758,Part_of,5120
57759,Part_of,5120
57760,Part_of,39130
57761,Part_of,39622
57762,Part_of,28305
57763,Part_of,30605
57764,Part_of,10517
57765,Part_of,10519
57766,Part_of,38848
57767,Part_of,8975
57768,Part_of,28311
57769,Part_of,10520
57770,Part_of,9706
57771,Part_of,4540
57772,Part_of,5378
57773,Part_of,5378
57774,Part_of,747
57775,Part_of,23338
57776,Part_of,28289
57777,Part_of,28284
57778,Part_of,7931
57779,Part_of,28310
57780,Part_of,28309
57781,Part_of,28309
57782,Part_of,28328
57783,Part_of,16820
57784,Part_of,5377
57785,Part_of,5377
57786,Part_of,11246
57787,Part_of,11246
57788,Part_of,9555
57789,Part_of,9558
57790,Part_of,798
57791,Part_of,797
57792,Part_of,796
57793,Part_of,3335
57794,Part_of,1804
57795,Part_of,16820
57796,Part_of,4813
57797,Part_of,4815
57798,Part_of,4814
57799,Part_of,2784
57800,Part_of,9558
57801,Part_of,5346
57802,Part_of,5333
57803,Part_of,4448
57804,Part_of,7931
57805,Part_of,10514
57806,Part_of,10514
57807,Part_of,5120
57808,Part_of,4812
57809,Part_of,796
57810,Part_of,796
57811,Part_of,23456
57812,Part_of,23456
57813,Part_of,38923
57814,Part_of,5381
57815,Part_of,10514
57816,Part_of,10514
57817,Part_of,747
57818,Part_of,747
57819,Part_of,3335
57820,Part_of,5333
57821,Part_of,5333
57822,Part_of,28262
57823,Part_of,28289
57824,Part_of,4812
57825,Part_of,4814
57826,Part_of,28279
57827,Part_of,28279
57828,Part_of,810
57829,Part_of,4643
57830,Part_of,4643
57831,Part_of,9862
57832,Part_of,9862
57833,Part_of,40467
57834,Part_of,23338
57835,Part_of,23338
57836,Part_of,16822
57837,Part_of,16822
57838,Part_of,28309
57839,Part_of,39305
57840,Part_of,39305
57841,Part_of,30852
57842,Part_of,16824
57843,Part_of,2794
57844,Part_of,2794
57845,Part_of,5157
57846,Part_of,5151
57847,Part_of,39305
57848,Part_of,28263
57849,Part_of,9623
57850,Part_of,9622
57851,Part_of,28267
57852,Part_of,9622
57853,Part_of,39305
57854,Part_of,28432
57855,Part_of,28338
57856,Part_of,28416
57857,Part_of,11350
57858,Part_of,11350
57859,Part_of,39389
57860,Part_of,39389
57861,Part_of,5333
57862,Part_of,28415
57863,Part_of,11350
57864,Part_of,5151
57865,Part_of,5140
57866,Part_of,23454
57867,Part_of,23454
57868,Part_of,10520
57869,Part_of,23456
57870,Part_of,39455
57871,Part_of,4745
57872,Part_of,39455
57873,Part_of,11820
57874,Part_of,11819
57875,Part_of,5381
57876,Part_of,5381
57877,Part_of,23457
57878,Part_of,23457
57879,Part_of,39455
57880,Part_of,11820
57881,Part_of,11819
57882,Part_of,2781
57883,Part_of,28171
57884,Part_of,41424
57885,Part_of,11819
57886,Part_of,23457
57887,Part_of,2787
57888,Part_of,747
57889,Part_of,28170
57890,Part_of,8328
57891,Part_of,40943
57892,Part_of,40943
57893,Part_of,5381
57894,Part_of,23458
57895,Part_of,23477
57896,Part_of,23477
57897,Part_of,23454
57898,Part_of,5140
57899,Part_of,5140
57900,Part_of,2806
57901,Part_of,4812
57902,Part_of,2794
57903,Part_of,23457
57904,Part_of,23457
57905,Part_of,40943
57906,Part_of,40943
57907,Part_of,30358
57908,Part_of,28298
57909,Part_of,28299
57910,Part_of,23477
57911,Part_of,23477
57912,Part_of,28298
57913,Part_of,38923
57914,Part_of,3242
57915,Part_of,9623
57916,Part_of,9623
57917,Part_of,23477
57918,Part_of,9622
57919,Part_of,8980
57920,Part_of,28337
57921,Part_of,9623
57922,Part_of,23477
57923,Part_of,23477
57924,Part_of,23458
57925,Part_of,8328
57926,Part_of,8327
57927,Part_of,23476
57928,Part_of,546
57929,Part_of,546
57930,Part_of,38978
57931,Part_of,906
57932,Part_of,23476
57933,Part_of,11246
57934,Part_of,747
57935,Part_of,40536
57936,Part_of,2787
57937,Part_of,23476
57938,Part_of,28297
57939,Part_of,28263
57940,Part_of,28265
57941,Part_of,906
57942,Part_of,10514
57943,Part_of,36182
57944,Part_of,2806
57945,Part_of,2806
57946,Part_of,747
57947,Part_of,10515
57948,Part_of,40464
57949,Part_of,40464
57950,Part_of,2800
57951,Part_of,810
57952,Part_of,810
57953,Part_of,10514
57954,Part_of,748
57955,Part_of,748
57956,Part_of,10520
57957,Part_of,9706
57958,Part_of,2787
57959,Part_of,2787
57960,Part_of,5380
57961,Part_of,5379
57962,Part_of,4745
57963,Part_of,30358
57964,Part_of,11240
57965,Part_of,28346
57966,Part_of,28345
57967,Part_of,10515
57968,Part_of,18286
57969,Part_of,18286
57970,Part_of,2787
57971,Part_of,2787
57972,Part_of,2806
57973,Part_of,9555
57974,Part_of,9555
57975,Part_of,28344
57976,Part_of,28267
57977,Part_of,5140
57978,Part_of,5140
57979,Part_of,40464
57980,Part_of,40464
57981,Part_of,530
57982,Part_of,530
57983,Part_of,530
57984,Part_of,8327
57985,Part_of,8327
57986,Part_of,23459
57987,Part_of,41006
57988,Part_of,28337
57989,Part_of,28337
57990,Part_of,41006
57991,Part_of,39622
57992,Part_of,9862
57993,Part_of,39590
57994,Part_of,39622
57995,Part_of,3888
57996,Part_of,38824
57997,Part_of,28968
57998,Part_of,39590
57999,Part_of,529
58000,Part_of,529
58001,Part_of,40464
58002,Part_of,40467
58003,Part_of,23478
58004,Part_of,23479
58005,Part_of,2787
58006,Part_of,527
58007,Part_of,9862
58008,Part_of,9862
58009,Part_of,2820
58010,Part_of,23480
58011,Part_of,2793
58012,Part_of,40460
58013,Part_of,3242
58014,Part_of,5378
58015,Part_of,4968
58016,Part_of,4973
58017,Part_of,5156
58018,Part_of,28268
58019,Part_of,39907
58020,Part_of,39907
58021,Part_of,2820
58022,Part_of,23480
58023,Part_of,528
58024,Part_of,2820
58025,Part_of,23459
58026,Part_of,40464
58027,Part_of,39308
58028,Part_of,32615
58029,Part_of,40690
58030,Part_of,4968
58031,Part_of,39642
58032,Part_of,39308
58033,Part_of,3242
58034,Part_of,10521
58035,Part_of,3888
58036,Part_of,28225
58037,Part_of,40802
58038,Part_of,40682
58039,Part_of,12310
58040,Part_of,12310
58041,Part_of,40066
58042,Part_of,40066
58043,Part_of,28415
58044,Part_of,40682
58045,Part_of,3619
58046,Part_of,23453
58047,Part_of,28346
58048,Part_of,23459
58049,Part_of,23453
58050,Part_of,9555
58051,Part_of,40802
58052,Part_of,30260
58053,Part_of,527
58054,Part_of,40464
58055,Part_of,28362
58056,Part_of,40520
58057,Part_of,2820
58058,Part_of,3887
58059,Part_of,4745
58060,Part_of,4745
58061,Part_of,4745
58062,Part_of,33317
58063,Part_of,11819
58064,Part_of,11819
58065,Part_of,33316
58066,Part_of,2820
58067,Part_of,11819
58068,Part_of,11819
58069,Part_of,9555
58070,Part_of,11819
58071,Part_of,38923
58072,Part_of,16822
58073,Part_of,28223
58074,Part_of,33316
58075,Part_of,33317
58076,Part_of,33316
58077,Part_of,4968
58078,Part_of,3618
58079,Part_of,30278
58080,Part_of,523
58081,Part_of,810
58082,Part_of,810
58083,Part_of,9555
58084,Part_of,28293
58085,Part_of,2811
58086,Part_of,7717
58087,Part_of,26124
58088,Part_of,523
58089,Part_of,28293
58090,Part_of,810
58091,Part_of,810
58092,Part_of,810
58093,Part_of,2811
58094,Part_of,11348
58095,Part_of,11348
58096,Part_of,8980
58097,Part_of,28296
58098,Part_of,4968
58099,Part_of,4968
58100,Part_of,11348
58101,Part_of,28296
58102,Part_of,524
58103,Part_of,5278
58104,Part_of,2820
58105,Part_of,5151
58106,Part_of,8980
58107,Part_of,36593
58108,Part_of,2820
58109,Part_of,28296
58110,Part_of,8980
58111,Part_of,40534
58112,Part_of,39002
58113,Part_of,9555
58114,Part_of,5154
58115,Part_of,28342
58116,Part_of,2820
58117,Part_of,8975
58118,Part_of,8975
58119,Part_of,2820
58120,Part_of,28362
58121,Part_of,28364
58122,Part_of,2800
58123,Part_of,28420
58124,Part_of,8975
58125,Part_of,39389
58126,Part_of,546
58127,Part_of,4968
58128,Part_of,546
58129,Part_of,32616
58130,Part_of,8975
58131,Part_of,32616
58132,Part_of,748
58133,Part_of,2820
58134,Part_of,9555
58135,Part_of,9555
58136,Part_of,36593
58137,Part_of,28997
58138,Part_of,39389
58139,Part_of,3887
58140,Part_of,28280
58141,Part_of,39650
58142,Part_of,39650
58143,Part_of,28280
58144,Part_of,38815
58145,Part_of,11247
58146,Part_of,28225
58147,Part_of,28225
58148,Part_of,527
58149,Part_of,527
58150,Part_of,39002
58151,Part_of,39257
58152,Part_of,4967
58153,Part_of,28997
58154,Part_of,28997
58155,Part_of,28293
58156,Part_of,2793
58157,Part_of,39132
58158,Part_of,39257
58159,Part_of,39257
58160,Part_of,30279
58161,Part_of,3245
58162,Part_of,40684
58163,Part_of,2800
58164,Part_of,30260
58165,Part_of,39455
58166,Part_of,41424
58167,Part_of,40684
58168,Part_of,40684
58169,Part_of,524
58170,Part_of,32614
58171,Part_of,2315
58172,Part_of,524
58173,Part_of,524
58174,Part_of,5278
58175,Part_of,39002
58176,Part_of,39002
58177,Part_of,39002
58178,Part_of,528
58179,Part_of,39455
58180,Part_of,4637
58181,Part_of,4637
58182,Part_of,528
58183,Part_of,524
58184,Part_of,39455
58185,Part_of,9555
58186,Part_of,9554
58187,Part_of,28362
58188,Part_of,11349
58189,Part_of,5378
58190,Part_of,524
58191,Part_of,5378
58192,Part_of,11349
58193,Part_of,39002
58194,Part_of,529
58195,Part_of,16979
58196,Part_of,38923
58197,Part_of,16979
58198,Part_of,13014
58199,Part_of,2777
58200,Part_of,2793
58201,Part_of,2793
58202,Part_of,28281
58203,Part_of,28291
58204,Part_of,2777
58205,Part_of,4637
58206,Part_of,4637
58207,Part_of,39308
58208,Part_of,39308
58209,Part_of,2820
58210,Part_of,5154
58211,Part_of,11820
58212,Part_of,41768
58213,Part_of,40537
58214,Part_of,523
58215,Part_of,39590
58216,Part_of,39590
58217,Part_of,2777
58218,Part_of,9558
58219,Part_of,11820
58220,Part_of,11820
58221,Part_of,523
58222,Part_of,523
58223,Part_of,11240
58224,Part_of,41768
